r,real,imag
38.3015,2.41948e+114,-1.93469e+114
38.5452,1.03666e+115,-3.9414e+114
38.7889,3.88833e+115,-2.34781e+114
39.0327,1.30581e+116,3.1278e+115
39.2764,3.93509e+116,2.27101e+116
39.5201,1.04613e+117,1.08826e+117
39.7638,2.31883e+117,4.34608e+117
40.0075,3.45225e+117,1.54109e+118
40.2513,-2.18624e+117,4.97095e+118
40.495,-4.60079e+118,1.47074e+119
40.7387,-2.48319e+119,3.98184e+119
40.9824,-1.01554e+120,9.71565e+119
41.2261,-3.59838e+120,2.04897e+120
41.4698,-1.15505e+121,3.27157e+120
41.7136,-3.42301e+121,1.30867e+120
41.9573,-9.43827e+121,-1.87365e+121
42.201,-2.42298e+122,-1.10158e+122
42.4447,-5.75318e+122,-4.41236e+122
42.6884,-1.24256e+123,-1.49778e+123
42.9322,-2.32655e+123,-4.58726e+123
43.1759,-3.42097e+123,-1.29587e+124
43.4196,-4.94047e+122,-3.46691e+124
43.6633,8.23861e+123,-8.31707e+124
43.907,1.4558e+125,-2.26975e+125
44.1508,-2.26717e+125,-2.14655e+125
44.3945,5.05941e+126,-2.81892e+126
44.6382,-2.73967e+127,1.32194e+127
44.8819,2.099e+128,-1.09676e+128
45.1256,-1.24976e+129,7.06011e+128
45.3693,7.29087e+129,-4.2918e+129
45.6131,-3.77136e+130,2.36442e+130
45.8568,1.78056e+131,-1.1697e+131
46.1005,-7.46969e+131,5.169e+131
46.3442,2.76631e+132,-2.00265e+132
46.5879,-8.85483e+132,6.70411e+132
46.8317,2.39507e+133,-1.88653e+133
47.0754,-5.27732e+133,4.30933e+133
47.3191,8.92934e+133,-7.49832e+133
47.5628,-1.02372e+134,8.74282e+133
47.8065,4.92174e+133,-4.0875e+133
48.0503,-8.33386e+132,6.5209e+132
48.294,6.13214e+131,-4.47154e+131
48.5377,-2.22724e+130,1.50567e+130
48.7814,4.23794e+128,-2.64635e+128
49.0251,-4.29622e+126,2.46955e+126
49.2688,2.29275e+124,-1.20861e+124
49.5126,-6.23206e+121,2.99937e+121
49.7563,8.21697e+118,-3.59117e+118
50,1.93013e-186,-9.119e-187
